SMILES,mol_id,dis_sim,mw,rb,sim
COC(=O)c1cccc(NC(=N)N2CCC3=CCCCCCCC3C2)c1,232,0.574637055,0.995354712,1,0.521126747
COC(=O)c1cccc(NC(=O)N2CCC(=C3CCCCCC3)CC2)c1,232,0.574637055,0.999998212,1,0.476923078
C=C(O)c1cccc(NC(=O)N2CCC3=CCCCCCC(=C3F)C2)c1,232,0.620209455,0.999999821,1,0.349999994
O=C(Nc1cccc(O)c1)NC1CCCCCC2=CCCCCC2CC1,232,0.677549005,0.999980152,1,0.450704217
O=C(Nc1ccccc1)NC1CC=CCCCCCCCCCCCC1,232,0.681396246,0.99994278,1,0.358208954
COC(=O)c1cccc(NC(=N)N2CCCCCCCCCCCC2)c1,232,0.721013248,0.954056442,1,0.476190478
COC(=O)c1cccc(NC(=N)N2CCC3(CCCCCCC3)CC2)c1,232,0.721013248,0.994492233,1,0.434782594
CN1CCC(NC(=O)Nc2ccccc2)CCCCCCCCCCC1,232,0.72445184,0.952760637,1,0.409090906
O=C(Nc1ccccc1)NC1=CCCCCCCCCCCCCCC1,232,0.727831781,0.99994278,1,0.34375
O=C(Nc1cccc(O)c1)NC1CCCCCCCCCCCCCC1,232,0.76908797,0.919573665,1,0.419354826
O=C(NC1CCCCCCC1)NC1CCCCCc2cccc(c2)CC1,232,0.771988392,0.99994278,1,0.338461548
C=C(O)c1cccc(NC(=O)N2CCCCCCCCCCCCC2)c1,232,0.808426559,0.978620648,1,0.323529422
CC(=O)N1CCC(NC(=O)NC2=CCCCCCCCCCCC2)CC1,232,0.913438976,0.777261078,1,0.424242437
O=C(NC1CCCCCCC1)NC1=CCCCCCCCCCCC=C1,232,0.915739,0.917909384,1,0.333333343
O=C(NC1CCCCCCC1)N1CCC(=CC2=CCCCCCC2)CC1,232,0.941499352,0.977716386,1,0.301369876
O=C(NC1=CCCCCCC1)NC1CCCCCCCCCCCCC1,232,0.962664843,0.827438831,1,0.387096763
O=C(NC1CCCCCCCC1)C1=CCCCCCCCCCCCC1,232,0.962664843,0.875036716,1,0.3125
Cn1nnnc1SC#Cc1oc(-c2ccc(F)c(Cl)c2)cc1F,234,0.523215115,0.934047341,1,0.5
Cn1nnnc1SC#CC1OC(c2ccc(F)c(Cl)c2)=CC1O,234,0.523215115,0.934907377,1,0.426666677
Cn1nnnc1SC#CC1=C(F)CC=C(c2ccc(F)c(Cl)c2)O1,234,0.539407492,0.586340606,1,0.407894731
Cn1nnnc1SC#CC1OC1c1ccc(F)c(Br)c1,234,0.59098196,0.99215579,1,0.315789461
Cn1nnnc1SC#CC1(c2ccc(F)c(Cl)c2)OC1(F)F,234,0.66151464,0.623145401,1,0.383561641
CCc1ncc2c(n1)CCN(C1CCCCCCCCCCC1=O)CC2,236,0.529411912,0.994022787,1,0.387096763
CCc1ncc2c(n1)CN(C1CCCCCCC1Br)CC2,236,0.611543179,0.918364763,1,0.448275864
CCc1ncc2c(n1)CCN(C1CCCCCCCCCCCC1)CC2,236,0.681396246,0.993534386,1,0.428571433
CCc1ncc2c(n1)CCCC(N1C3CCCCCCCCCC31)CC2,236,0.681396246,0.996161759,1,0.366666675
CC1=CC(CN2CCC=BP=C3C=C(C2)O[PH](O)(O)OC3)=NO1,236,0.687220037,0.999266803,1,0.338028163
CC1=CC(CN2CCN=BP=C3C=C(C2)O[P](O)(O)OC3)=NO1,236,0.73699379,0.999188304,1,0.352112681
CC1=CC(CN2CCC3=P=P[SH](F)PP=C3C2)=NO1,236,0.747616827,0.975158513,1,0.428571433
Cc1nc(C#N)c2c(n1)CN(Cc1noc(C#N)c1Br)CC2,236,0.771668673,0.963157833,1,0.304347813
Cc1ccc(C(=O)NC2=CC(F)=C(I)CC2)o1,237,0.533190846,0.647710145,1,0.545454562
CC1=CC=C(C(=O)NC2=C=C(F)NP2I)O1,237,0.577669799,0.907577693,1,0.5
CC1=CC=C(C(=O)NC2=CC(F)OP2I)O1,237,0.577669799,0.990192354,1,0.478260875
CC1=CC=C(C(=O)NC2=CCP=C(I)CC2)O1,237,0.600966334,0.896606743,1,0.46808511
Cc1ccc(C(=O)NC2CCCCC(I)C=C2)o1,237,0.617360413,0.962628245,1,0.387755096
CC1=CC=C(C(=O)NC2=PS=C(I)C2)O1,237,0.629847169,0.946190476,1,0.456521749
CC1=CC=C(C(=O)NC2=C=C(F)CP2I)O1,237,0.640825391,0.864703774,1,0.5
CC1=CC=C(C(=O)NC2=PS=C(I)CC2)O1,237,0.646152735,0.564081252,1,0.48888889
CC1=CC=C(C(=O)NC2=C=C(F)CBP2I)O1,237,0.656495154,0.813348234,1,0.479166657
Cc1ccc(C(=O)NC2CCCCC(F)C2I)o1,237,0.728203714,0.682597041,1,0.408163279
Cc1ccc(C(=O)NC2CCCCCCC2I)o1,237,0.7322492,0.89221257,1,0.404255331
CC1=PC=C(C(=O)NC2=CP=C(I)CC2)O1,237,0.763885319,0.69087249,1,0.307692319
CC1(C2N=BNCPN=C2S)N=C(S)N(C2=CC=CC=C2)N1,238,0.512039661,0.823861241,1,0.396551728
CC1(N2CCCC2)N=C(I)N(c2ccccc2)N1,238,0.563279331,0.999721587,1,0.352941185
BCB1BNC2(C=CC=CC=CNC2)NN(C2=CC=CC=C2)C(S)=N1,238,0.564925015,0.751607358,1,0.323076934
BCB1BNCC2(C=CC=CC=CNC2)NN(C2=CC=CC=C2)C(S)=N1,238,0.579390526,0.811148226,1,0.318181813
B=C(C)C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N)CC12C,239,0.838967741,0.952136278,1,0.865384638
CC(=O)C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N)CC12C,239,0.838967741,0.994533956,1,0.862745106
C=C(C)C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N)CC12C,239,0.838967741,0.995730996,1,0.830188692
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N=CN)CC12C,239,0.841128886,0.999980152,1,0.736842096
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C=C=O,239,0.841128886,0.999998868,1,0.587301612
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4C3CC3(C)OC3C12C=O,239,0.843248248,0.999998868,1,0.356164396
CC(=N)C(=N)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N)CC12C,239,0.875937045,0.995767772,1,0.796296299
CC(C)C(=N)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N)CC12C,239,0.875937045,0.99994278,1,0.75
CC=CC(=B)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N)CC12C,239,0.8776263,0.877872348,1,0.754385948
CC(=O)B=C1C=C2CCC3C(C(N)CC4(C)C(C(C)=O)CCC34)C2(C)CC1,239,0.88090539,0.552387714,1,0.75
CC(=N)C(=O)C1CCC2C3CCC4=CC(=N)CCC4(C)C3C(N)CC12C,239,0.908552289,0.995767772,1,0.672413766
CC(=O)C1CCC2C3CCC4=CC(=CBO)CCC4(C)C3C(N)CC12C,239,0.909811378,0.993792057,1,0.736842096
CC(=O)C1CCC2C3CCC4=CC(N)CCC4(C)C3C(N=C=O)CC12C,239,0.909811378,0.999980152,1,0.546875
B=C(C(C)=N)C1CCC2C3CCC4=CC(=N)CCC4(C)C3C(N)CC12C,239,0.93647033,0.878051519,1,0.633333325
CC(=O)C1CCC2C3CCC4=CC(N)CCC4(C)C3C(C3CC3)CC12C,239,0.937351942,0.996126711,1,0.593220353
CC(=O)C1CCC2C3CCC4=CC(N)CCC4(C)C3C(N3CC3)CC12C,239,0.937351942,0.99994278,1,0.564516127
B=C(C(C)=NC)C1CCC2C3CCC4=CC(=N)CCC4(C)C3C(N)CC12C,239,0.939061701,0.671355367,1,0.612903237
CC(=O)C1CCC2C3CCC4CCC(BO)CCC4(C)C3C(N)CC12C,239,0.977619588,0.958375812,1,0.508196712
BBC1CCC2CCC3C4CCC(C(C)=O)C4(C)CC(N)C3C2(C)CC1,239,0.977619588,0.992055893,1,0.5
CC(=O)C1CCC2C3CCC4N(BO)CBBCC4(C)C3C(N)CC12C,239,0.977619588,0.998700321,1,0.447761208
C=C(C)C1CCC2C3CCC4CC(N)CCC4(C)C3C(C(C)C)CC12C,239,0.989990592,0.993073881,1,0.328571439
CC(=N)C1CCC2C3CCC4C(BO)CBBCC4(C)C3C(N)CC12C,239,0.990130365,0.969667912,1,0.362318844
CC(=N)C1CCC2C3CCCC4C(BO)CBBCC4(C)C3C(N)CC12C,239,0.990532637,0.513536036,1,0.328767121
O=C(Nc1nccc2ncccc12)C12CC3CC(C1)CC(F)(C3)C2=S,240,0.50862664,0.994922519,1,0.421875
NC(=NC(=S)C12CC3CC(CC1C3)C2)NC1=CC=CC2=NC=CC=C12,240,0.513923705,0.837470114,1,0.576271176
O=C(Nc1nccc2ncccc12)C12CC3CC(CC(F)(C3)C1=CF)C2,240,0.524315774,0.994408309,1,0.409090906
O=C(Nc1nccc2ncccc12)C12CC3CC(CC(O)(C3)C1Cl)C2,240,0.559964657,0.990330875,1,0.5
O=C(Nc1nccc2ncccc12)C12CC3CC(CC(F)(C3)C1(F)F)C2,240,0.569815516,0.88600558,1,0.459016383
O=C(Nc1nccc2ncccc12)C12CC3CC(CC(F)(C3)C13CC3)C2,240,0.574637055,0.881524563,1,0.459016383
O=C(NC1=CP=CC2=NC=CC=C12)C12CC3COC(C1)PCC2C3,240,0.606530666,0.982649088,1,0.442857146
O=C(NC1=CP=CC2=NC=CC=C12)C12COBBC3CC(CC1C3)C2,240,0.620209455,0.811095715,1,0.463768125
O=C(NC1=CCc2cccc(Br)c21)C12CC3CC(CC1C3)C2,240,0.626089334,0.98335892,1,0.380952388
SS=C(NC1=CP=CC2=NC=CC=C12)C12CC3CC(CC1C3)2,240,0.630778849,0.607379794,1,0.400000006
O=C(NC1CCCCc2cccnc21)C12CC3CC(C1)C(Cl)CC2C3,240,0.760067225,0.970051825,1,0.391304344
O=C(NC1=CP=C2P=NC=CP=C21)C12CC3CC(CC1C3)C2,240,0.780990422,0.594401658,1,0.369230777
C=C1CC(=N)C2=CC1(NC(=O)C13CC4CC(CC1C4)C3)CCC2(C)P,240,0.874213457,0.99999994,1,0.358208954
C=C1C=CC2=C(CC1NC(=O)C13CC4CC(CC1C4)C3)CCC(P)C2,240,0.8776263,0.995160639,1,0.314285725
C=C1CC(=N)C2=CC1(NC(=O)C13CC4CC(CC1C4)C3)CCC2(N)P,240,0.907267153,0.995101631,1,0.358208954
C=C1CC2=CC1(NC(=O)C13CC4CC(CC1C4)C3)CCC2(Cl)Cl,240,0.930772722,0.91779536,1,0.365079373
O=C(NC12CC3CC1(Cl)C=C(P)C3O2)C12CC3CC(CC1C3)C2,240,0.956424594,0.898235083,1,0.333333343
C=C1CCC2CC1(NC(=O)C13CC4CC(CC1C4)C3)CCC2(P)P,240,0.976309419,0.784072995,1,0.3125
O=C(NC12CC3CC1(Cl)CC(C2)C3C#P)C12CC3CC(CC1C3)C2,240,0.989701986,0.864050388,1,0.301587313
Cc1nnc2n1CCN(C(=O)NC(C)c1cccc(Br)c1)C2,241,0.561498404,0.737713337,1,0.523076952
Cc1nnc2n1CCN(C(=O)NC(C)c1ccc3c(c1)CCCCC3)C2,241,0.62463063,0.956654847,1,0.485294104
Cc1nnc2n1CCCN(C(=O)NC(C)c1ccc3c(c1)OCCO3)C2,241,0.62463063,0.99533546,1,0.450704217
Cc1nnc2n1CCN(C(=O)NC(C)c1ccc3c(c1)CCCCCC3)C2,241,0.637493968,0.543072462,1,0.485294104
CC1=NN=C2CN(C(=O)NC(C)C3=C=C4P=NC=CC4=C3O)CCN12,241,0.657338619,0.999926805,1,0.354430377
Cc1nnc2n1CCN(C(=O)NC(C)c1cc(F)cc(F)c1)CCC2,241,0.702897966,0.779299974,1,0.400000006
CC1=NN=C2CN(C(=O)NC(C)C3=CP4C=BN=C=C4CC3)CCN12,241,0.800737381,0.974253953,1,0.358974367
CC1=NN=C2CN(C(=O)NC(C)C3=CP4CBN=C=C4CC3)CCN12,241,0.841128886,0.999640942,1,0.337500006
Cc1nnc2n1CCN(C(=O)NC(C)C1=CCCCCCCCCC1)C2,241,0.882496893,0.953939319,1,0.380281687
Cc1nnc2n1CCN(C(=O)NC(C)C1CCC(C#CC3CC3)CC1)C2,241,0.912254095,0.995393038,1,0.352112681
Cc1nnc2n1CCN(C(=O)NC(C)C1CCCCCCCCCC1)C2,241,0.913438976,0.878633142,1,0.367647052
Cc1nnc2n1CCN(C(=O)NC(C)C1CCCCC3CCCCC31)C2,241,0.913438976,0.953939319,1,0.342465758
Cc1nnc2n1CCN(C(=O)NC1CCCCCC1C1CCCCC1)C2,241,0.914600432,0.953939319,1,0.301369876
CC(C)C(NC(=O)Nc1ccc(C)cc1)=NI,243,0.526872098,0.530319393,1,0.463414639
CCC(I)NC(=O)NC1=NCC=C(C)C=CC=C1,243,0.551539779,0.962521911,1,0.307692319
Cc1ccc(NC(=O)NBr)cc1NC(=O)Br,243,0.571576774,0.862036228,1,0.340909094
Cc1ccc(NC(=O)NBr)cc1NC(=O)NBr,243,0.589529574,0.632837415,1,0.365853667
Cc1ccc(NC(=O)NBr)cc1NC(=N)NBr,243,0.651375234,0.691941679,1,0.355555564
CCC(C)NC(=O)NC1=NC=C(C)C=C(I)CC1,243,0.666435957,0.892042041,1,0.301886797
CCC(I)NC(=O)NC1=NCC=C(C)C=P1,243,0.702055573,0.868090928,1,0.307692319
CCC(C)NC(=O)NC1=NCC=C(C)C(I)C1,243,0.71114397,0.769944549,1,0.301886797
CCC(I)NC(=O)NC1=NCC=C(C)C=NC1,243,0.715545058,0.711019516,1,0.301886797
C#CCC1CC(Br)=CC(C#Cc2cccc(F)c2)C1C(=C)C,244,0.556100905,0.996651828,1,0.3125
C=C(c1cccc(F)c1)C1CC(Br)=CC(Br)C1,244,0.5952999,0.936680138,1,0.333333343
C#CCC1OC(C#CC(=O)c2cccc(F)c2)C(Br)CO1,244,0.6569556,0.870070636,1,0.3125
N#CC(C#CC(=O)NC#CC#CNC(=O)c1ccccc1)c1ccsc1,245,0.524315774,0.995526016,1,0.466666669
C#CC(C#CC(=O)NC#CC#CNC(=O)c1ccccc1)c1ccsc1,245,0.524315774,0.999991596,1,0.396825403
N#CC(C#CC(=O)NC#CC#CC(=CN)c1ccccc1)c1ccsc1,245,0.574637055,0.994760633,1,0.382352948
N#CC(C#CC(=O)NC#CC#CN=C(N)c1ccccc1)c1ccsc1,245,0.574637055,0.999993145,1,0.376811594
N#CC(C#CC#CNC#CC#CNC(=O)c1ccccc1)c1ccsc1,245,0.579390526,0.954814315,1,0.482758611
N#CC(C#CC#CC(=O)NC#CC(C#N)c1ccsc1)c1ccsc1,245,0.66151464,0.956341028,1,0.349999994
N#CC(NC(=O)NC(=O)NI)c1ccsc1,245,0.760067225,0.819690704,1,0.5
N#CC(NC(=O)NNC(=O)NI)C1=CSC=C1,245,0.771268129,0.684385836,1,0.509803951
NC#CC(NC(=O)NC(=O)NI)C1=CSC=C1,245,0.771268129,0.742249966,1,0.355932206
N#CC(C#CC=CC#CC#CNC(=O)C1CCSC1)c1ccsc1,245,0.836763859,0.836321473,1,0.301369876
CS(=O)(=O)ON1C(=O)CCCCCc2cccc(C(F)(F)F)c21,246,0.506335616,0.878006756,1,0.456140339
CS(=O)(=O)ON1C(=O)CCCCCc2cccc(C(F)(F)F)c2C1,246,0.523215115,0.671415329,1,0.393442631
CS(=O)(=O)C1CN(C(=O)Oc2ccccc2C(F)(F)F)CC1F,246,0.556100905,0.993545711,1,0.349206358
CS(=O)(=O)ON1CCCCCc2cccc(C(F)(F)F)c2CC1,246,0.621321142,0.879971087,1,0.354838699
CS(=O)(=O)ON1C(=O)CC(C(F)(F)F)CCCCCCC1=O,246,0.758342266,0.539593995,1,0.410714298
CS(=O)(=O)ON1C(=O)CCCCC(C(F)(F)F)C1C(F)(F)F,246,0.84591341,0.996602654,1,0.322033912
CS(=O)(=O)ON1C(=O)CC(C(F)(F)F)C12CCCCCCCC2,246,0.859073937,0.995526016,1,0.333333343
CS(=O)(=O)ON1CC(C(F)(F)F)CC1=C1CCCCCCCC1,246,0.861107349,0.994760633,1,0.300000012
O=C1CCC(C(=O)N2CCC(=Cc3ccccc3)CC2)C1Br,247,0.512039661,0.844203234,1,0.403846145
O=C1CCC(=S)N1CC#CC#CC1CCC(=Cc2ccccc2)CC1,247,0.513923705,0.669137001,1,0.444444448
O=C1C=CC(=CCN2CCC(=CI)CC2)C(O)=C1,247,0.675992489,0.997236133,1,0.301886797
C=C(C#CC#CCC#CC#CN1CCC(=Cc2ccccc2)CC1)CP,247,0.72445184,0.99475044,1,0.368421048
POCC#CC#CC#CC#CC#CN1CCC(=Cc2ccccc2)CC1,247,0.727831781,0.994291842,1,0.392156869
O=C1CCC(=O)N1CC=C1CCC(C#CI)CC1,247,0.7322492,0.997236133,1,0.300000012
C(=CN1CCC(=Cc2ccccc2)CC1)C#CI,247,0.74009186,0.769888878,1,0.413043469
C=C(C#CC#CC#CC#CC#CCN1CCC(=Cc2ccccc2)CC1)P,247,0.77763623,0.66883707,1,0.423076928
O=S(=O)(C(Br)=Nc1nc(Cl)cs1)c1ccco1,248,0.533190846,0.996602654,1,0.322580636
O=S(=O)(Cc1ccco1)C(Br)=NC1=NC(Cl)=CC1,248,0.551539779,0.889557421,1,0.349206358
O=S(=O)(Cc1ccco1)C(Br)=NC1=NC(Cl)CC1,248,0.611994743,0.960963905,1,0.328125
CCC1CC(OC)CC(C)=CC2OC(=O)CC(Cc3coc(n3)N1)O2,249,0.503261447,0.833663762,1,0.320388347
CCC1CC(OC)CC(C)=CC2OC(=O)CC(CCc3coc(n3)N1)C2,249,0.519153237,0.834116101,1,0.301886797
CCC1CC(OC)CC(C)=CC2CC(CO2)c2coc(n2)CC(=O)O1,249,0.554933548,0.781607926,1,0.343137264
CC(CO)C1CCC2C3CCC4C(=O)C(=[N+]=[N-])CCC4=C3C(=O)CC21C,250,0.66151464,0.999998212,1,0.428571433
CC(CO)C1CCC2C3CCC4=C([N+]#N)C(=O)CCC4=C3C([O-])CC21C,250,0.756949723,0.999998212,1,0.375
CC(CO)C1CCC2C3CCC4C(=[N+]=[N-])C(=O)C=CC4(C)C3CCC12C,250,0.800737381,0.999980152,1,0.666666687
CC(CO)C1CCC2C3CCC4=C([N+]#N)C(=O)CCC4C3CC(=N)C12C,250,0.800737381,0.999990761,1,0.351351351
CC(CC)C1CCC2C3CCC4C(=[N+]=[N-])C(=O)CCC4(C)C3CCC12C,250,0.841128886,0.99994278,1,0.826923072
CC(CO)C1CCC2C3CCC(=[N+]=[N-])C4=CC=CCC4(O)C3CCC12C,250,0.843248248,0.999980152,1,0.530303001
CC(CO)C1CCC2C3CCC4C(=[N+]=[N-])C(=O)CCC4(C)C3CCC12C,250,0.8776263,0.978620648,1,1
CC(CO)C1CCC2C3CCC4C(=C=[N-])C(=O)CCC4(C)C3CCC12C,250,0.8776263,0.999965549,1,0.714285731
B=C1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CO)CCC32)C1=[N+]=[N-],250,0.937351942,0.978191316,1,0.792452812
C=C1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CO)CCC32)C1=[N+]=[N-],250,0.937351942,0.99994278,1,0.777777791
CC(CO)C1CCC2C3CCC(=[N+]=[N-])C(C)(O)C3CCC1(C)C2Cl,250,0.955781579,0.988439202,1,0.484375
CC(CO)C1CCC2C3CCC4C(=[N+]=[N-])C(C)CCC4(C)C3CCC12C,250,0.960005462,0.977716386,1,0.660714269
CC(CO)C1CCC2C3CCC4C(=N)C([N+]#N)CCC4(C)C3CCC12C,250,0.960005462,0.978129685,1,0.576271176
CC(CO)C1CCC2C3CCC(=[N+]=[N-])C4CCCCC4(C)C3CCC12C,250,0.960559428,0.977716386,1,0.61016947
CC(BC)C1CCC2C3CCC4C(=[N+]=[N-])C(=BO)CCC4(C)C3CCC12C,250,0.961633682,0.623509049,1,0.555555582
CC(BC)C1CCC2C3CCC4C(=[N+]=[N-])C(=B)CCCC4(C)C3CCC12C,250,0.961633682,0.740701556,1,0.523809552
CC(CO)C1CCC2C3CCC4C(C)C([NH3+])CCC4(C)C3CCC12C,250,0.976647496,0.73471725,1,0.508771956
CC(CO)C1CCC2C3CCC([NH3+])C4CCCCC4(C)C3CCC12C,250,0.976978421,0.73471725,1,0.491525412
CC(C)C1CCC2C3CCC4C(=[N+]=[N-])C(BO)CCC4(C)C3CCC12C,250,0.977619588,0.999964714,1,0.483870953
CC(CO)C1CCC2C3CCC([NH3+])C4CCCCC4(O)C3CCCC12C,250,0.977930188,0.717581987,1,0.421875
CC(C)C1CBCC2C3CCC4C(=[N+]=[N-])C(BO)CCC4(C)C3CCC12C,250,0.978532374,0.502244353,1,0.405797094
CC(C)C1CCC2C3CCC4C(N=[N+]=[N-])C(O)CCC4(C)C3CCC12C,250,0.990130365,0.952760637,1,0.390625
CC(C)C1CBBCC2C3CCC4C([N+]=[N-])C(O)CC4(C)C3CCC12C,250,0.990130365,0.991803348,1,0.347826093
C=CC(C#N)C1CCC2C3CCC4C(O)C(O)CCC4(C)C3CCC12C,250,0.990130365,0.994066298,1,0.308823526
C=CC(C#N)C1CCC2C3CCC4C(N)C(O)CCC4(C)C3CCC12C,250,0.990130365,0.99994278,1,0.300000012
CC(C=[N+]=[N-])C1CCC2C3CCC4(C)C(CCC24)C(O)CCCCC13C,250,0.990267217,0.977716386,1,0.384615391
CN1C(C2=PC=CP2Br)CCCC1c1ccccc1,251,0.521941364,0.974365115,1,0.411764711
CN1C(C2=CCC=CP2Br)CCCC1c1ccccc1,251,0.539407492,0.824783564,1,0.403846145
CN1CCC(c2ccccc2)CCCCCCCCCC1c1ccccc1,251,0.549145103,0.77488488,1,0.382978737
CN1C(C2=CCCC=C2)CC(c2ccccc2)CCCC1Br,251,0.572049379,0.927058756,1,0.327586204
CN1C(C2=C=CPPB2Br)CCC1c1ccccc1,251,0.580176175,0.904275715,1,0.327272713
CN1C(C2=C=CP=PB2Br)CCCC1c1ccccc1,251,0.596251488,0.753423274,1,0.388888896
CN1C(C2CCCC=P2)CC(Br)CC1c1ccccc1,251,0.652313709,0.915923536,1,0.321428567
CC1C(C2CCCCC2)CCCC(c2ccccc2)N1Br,251,0.718570769,0.830080152,1,0.352941185
CC1CCCC(c2ccccc2)N1C1CCCC(Br)CCC1,251,0.729832113,0.730556369,1,0.360000014
CN1CC(c2ccccc2)CCCCCCCCCCCC1C1CCC1,251,0.76908797,0.996503294,1,0.319999993
CN1CC(c2ccccc2)CCCCCCCCCCC1C1CCCC1,251,0.771988392,0.996503294,1,0.300000012
CC(C)(F)C#CC#Cc1nc(CN(O)C#Cc2cccc(F)c2O)no1,252,0.611160576,0.996231318,1,0.356164396
CC(C)C#CC#CC#Cc1nc(CN(C)C#Cc2cccc(F)c2O)no1,252,0.628984392,0.885613024,1,0.394366205
Nc1[nH]ncc1N1P=PN=C2N=C(C3=C(N)NN=C3)SC2=P1,253,0.626089334,0.560038865,1,0.423076928
NN=PN1P=PN=C2N=C(C3=C(N)NN=C3)SC2=P1,253,0.694018424,0.58749181,1,0.375
B=PN1N=C2SC(C3=C(N)NN=C3)=NC2=NNCP=PN1,253,0.718570769,0.989770889,1,0.344262302
NB=PN1CP=PCBN=C2N=C(C3=C(N)NN=C3)SC2=N1,253,0.729832113,0.642999053,1,0.338709682
CC(C#CC#Cc1coc(-c2ccc(O)cc2)n1)NC#CC#CNC#CO,254,0.539407492,0.994033694,1,0.310810804
N=C(N)NC(=N)SC1(c2ccccc2Br)CCCCC1,255,0.800737381,0.993500412,1,0.326923072
N=C(N)NC(=N)SC1(c2ccccc2Br)CCOCC1,255,0.800737381,0.996561408,1,0.314814806
N=C(N)NC(=N)NC(=N)NNC(=N)NC(=N)SC=Cc1ccccc1,255,0.834515989,0.882849693,1,0.478260875
N=C(N)NC(=N)NNC(=NN)NNC(=N)NC(=N)C=Cc1ccccc1,255,0.841128886,0.957279265,1,0.400000006
N=C(N)NC(=N)NC(=S)SC(=N)SC=CC1=CC=CP=C1,255,0.889526904,0.999999881,1,0.310344815
O=C1C(c2ccc(Br)nc2Br)CCN1C1CC1,257,0.533190846,0.937187374,1,0.345454544
O=C1C(NC2=NC(I)NS2)CCN1C1CC1,257,0.763885319,0.913800895,1,0.42592594
O=C1C(NC2=NC(OI)=N2)CCN1C1CCC1,257,0.771268129,0.708433509,1,0.407407403
O=C1C(NC2=NC(OI)=NC2)CCN1C1CCC1,257,0.785082877,0.84889406,1,0.3859649
NC1=NC(Cc2cc(C(F)(F)F)ccc2Br)C(O)CO1,258,0.515942991,0.946724236,1,0.418181807
NC1=NC(Cc2cc(C(F)(F)F)ccc2Br)CCCO1,258,0.521941364,0.869841039,1,0.418181807
NC1=NC(Nc2ccc(C(F)(F)F)cc2)CCC(Br)CO1,258,0.539407492,0.622660518,1,0.442307681
NC1=NC(c2ccc(C(F)(F)Br)cc2C(F)(F)F)CO1,258,0.627803624,0.96562463,1,0.411764711
NC1=NC(c2ccc(C(N)(F)Br)cc2C(F)(F)F)CO1,258,0.627803624,0.999455631,1,0.403846145
NC1=NC(Cc2c(Br)cc(C(F)(F)F)cc2F)CCO1,258,0.632884741,0.991351962,1,0.375
NC1=NC(Cc2c(C(F)(F)F)cc(C(F)(F)F)cc2Cl)CO1,258,0.652313709,0.619326532,1,0.470588237
NC1=NC(c2ccc(C(F)(F)Br)nc2C(F)(F)F)CO1,258,0.68518126,0.936137021,1,0.384615391
NC1=NC(CC2=CC=C(C(F)(F)F)CC2)CC(Br)CO1,258,0.747616827,0.948094487,1,0.375
NC1=NC(CC2=CCOC(C(F)(F)F)NPB=NC2Cl)CO1,258,0.814810276,0.999994218,1,0.328125
NC1=NC(CC2[SH]=NC=C(C(F)(F)F)PPC2N)CO1,258,0.884314597,0.59488672,1,0.403508782
NC1=NC(CC2C[SH]=NC=C(C(F)(F)F)PPC2N)CO1,258,0.889526904,0.9291026,1,0.3898305
NC1=NC(C2=PC(C(O)(F)I)CP2)CO1,258,0.934882522,0.856213152,1,0.309090912
NC1=NC(C2C(C(O)(F)I)PP2)CO1,258,0.96145767,0.81277287,1,0.301886797
O=C(NBr)c1c(F)nc(F)c(F)c1-c1ccnc(F)c1,260,0.515942991,0.815956354,1,0.382978737
C#Cc1c(F)nc(F)c(C(=O)NBr)c1-c1ccnc(F)c1,260,0.533672631,0.999401569,1,0.346153855
O=C(NO)c1cc(F)ncc1C(=O)N(Br)Br,260,0.629847169,0.998819709,1,0.318181813
NC1(C(=O)Nc2ccnc(F)c2)CCCCC1I,260,0.671261191,0.797508597,1,0.346153855
ClNNC(=O)NNC(=O)NNC(=O)NNC(=O)c1ccnc(F)c1,260,0.73699379,0.76888603,1,0.594594598
NNC(=O)c1cc(F)nc(N2CCCC2)c1I,260,0.822577536,0.819380522,1,0.333333343
NNC(=O)c1cc(F)nc(N2CCCCC2)c1I,260,0.830892205,0.742593765,1,0.326530606
COC(=O)C#Cc1ccc(S(=O)(=O)N2CCCCCCC2)cc1C,261,0.639927149,0.782978415,1,0.555555582
COC(=O)C#Cc1ccc(S(=O)(=O)N2CCCCCCCC2)cc1C,261,0.653093159,0.780949235,1,0.555555582
COC(=O)OC#CC#Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C,261,0.653093159,0.883729815,1,0.508474588
COC(=O)C#Cc1cc(S(=O)(=O)N2CCCCC2)c(C)cc1Cl,261,0.726149023,0.998177588,1,0.393442631
COC(=O)C#CC1=C(C)C=C(S(=O)(=O)N2CCCCCC2)C=C1C,261,0.73699379,0.782978415,1,0.509433985
